points,place,long_place,competition.id,competitor.id
160,,1/16,2315,66896_155_2
50,3.0,3. place,2359,66896_155_2
16,,1/16,2294,66896_155_2
10,,participation,2296,66896_155_2
10,,participation,2288,66896_155_2
182,7.0,7. place,2436,66896_155_2
182,7.0,7. place,2290,16233_70_1
5,,participation,2238,16233_70_1
175,3.0,3. place,2044,16233_70_1
350,,3. place,2302,67998_4_5
252,5.0,5. place,2290,16230_70_6
50,1.0,1. place,2277,16230_70_6
130,7.0,7. place,2227,38055_21_10
60,,1/32,2233,38055_21_10
25,3.0,3. place,2251,38055_21_10
10,,participation,2239,38055_21_10
5,,participation,2230,38055_21_10
56,,1/16,2045,38055_21_10
182,,7. place,2302,37423_3_11
91,,7. place,2248,37423_3_11
252,5.0,5. place,2310,12367_56_7
6,,participation,2292,12367_56_7
5,,participation,2317,12367_56_7
160,,1/16,2288,37091_24_9
26,7.0,7. place,2304,37091_24_9
16,,1/16,2307,37091_24_9
16,,1/16,2287,37091_24_9
13,7.0,7. place,2251,37091_24_9
80,,1/16,2230,39391_17_12
25,3.0,3. place,2240,39391_17_12
126,5.0,5. place,2235,39391_17_12
112,,1/16,2306,17429_4_8
26,7.0,7. place,2307,17429_4_8
16,,1/16,2287,17429_4_8
50,1.0,1. place,2263,17429_4_8
13,7.0,7. place,2201,17429_4_8
100,1.0,1. place,2398,40433_97_13
50,3.0,3. place,2365,40433_97_13
6,,participation,2302,40433_97_13
91,,7. place,2248,37397_9_14
25,3.0,3. place,2199,37397_9_14
13,7.0,7. place,2251,37397_9_14
5,,participation,2233,37397_9_14
5,,participation,2230,37397_9_14
3,,participation,2200,37397_9_14
160,,1/16,2288,17062_8_3
120,,1/32,2289,17062_8_3
100,1.0,1. place,2294,17062_8_3
80,,1/16,2260,17062_8_3
3,,participation,2045,17062_8_3
182,7.0,7. place,2310,35916_57_4
70,2.0,2. place,2398,35916_57_4
70,2.0,2. place,2365,35916_57_4
10,,participation,2282,35916_57_4
6,,participation,2306,35916_57_4
50,1.0,1. place,2241,35916_57_4
35,2.0,2. place,2242,35916_57_4
5,,participation,2234,35916_57_4
5,,participation,2233,35916_57_4
3,,participation,2253,35916_57_4
120,,1/32,2309,19706_24_2
10,,participation,2311,19706_24_2
80,,1/16,2233,19706_24_2
80,,1/16,2227,19706_24_2
56,,1/16,2253,19706_24_2
50,1.0,1. place,2263,19706_24_2
25,3.0,3. place,2251,19706_24_2
3,,participation,2200,19706_24_2
260,7.0,7. place,2309,13175_85_1
10,,participation,2311,13175_85_1
6,,participation,2436,13175_85_1
80,,1/16,2227,13175_85_1
36,5.0,5. place,2294,31025_51_5
26,7.0,7. place,2287,31025_51_5
12,,1/32,2286,31025_51_5
252,5.0,5. place,2292,31025_51_5
5,,participation,2267,31025_51_5
182,7.0,7. place,2281,37690_4_6
50,3.0,3. place,2362,37690_4_6
36,5.0,5. place,2286,37690_4_6
16,,1/16,2287,37690_4_6
245,,2. place,2248,60920_24_10
25,3.0,3. place,2251,60920_24_10
5,,participation,2317,60920_24_10
5,,participation,2260,60920_24_10
160,,1/16,2309,45530_46_11
100,1.0,1. place,2424,45530_46_11
10,,participation,2296,45530_46_11
252,,5. place,2302,50266_28_7
50,3.0,3. place,2294,23176_28_12
36,5.0,5. place,2304,23176_28_12
26,7.0,7. place,2362,23176_28_12
80,,1/16,2233,23176_28_12
35,2.0,2. place,2199,23176_28_12
20,,participation,2298,27295_74_9
10,,participation,2364,27295_74_9
10,,participation,2315,27295_74_9
10,,participation,2289,27295_74_9
175,3.0,3. place,2235,27295_74_9
112,,1/16,2302,55611_92_8
100,1.0,1. place,2365,55611_92_8
126,,5. place,2248,43288_4_13
25,3.0,3. place,2201,43288_4_13
100,1.0,1. place,2362,36575_20_14
26,7.0,7. place,2286,36575_20_14
6,,participation,2306,36575_20_14
36,5.0,5. place,2360,32055_18_3
36,5.0,5. place,2359,32055_18_3
20,,participation,2298,32055_18_3
350,3.0,3. place,2290,32055_18_3
3,,participation,2248,32055_18_3
100,,1 win,2239,8146_15_4
80,,1/16,2230,8146_15_4
5,,participation,2238,8146_15_4
245,2.0,2. place,2235,8146_15_4
245,2.0,2. place,2253,1377_296_2
56,,1/16,2045,1377_296_2
5,,participation,2267,1377_296_2
5,,participation,2230,1377_296_2
100,,participation,2180,1377_296_2
260,7.0,7. place,2288,8255_9_1
26,7.0,7. place,2307,8255_9_1
26,7.0,7. place,2283,8255_9_1
12,,1/32,2362,8255_9_1
10,,participation,2311,8255_9_1
8,,1/16,2251,8255_9_1
8,,1/16,2201,8255_9_1
160,,1/16,2284,43469_24_5
112,,1/16,2302,43469_24_5
6,,participation,2306,43469_24_5
6,,participation,2293,43469_24_5
42,,1/32,2248,43469_24_5
160,,1/16,2315,51141_6_10
112,,1/16,2302,51141_6_10
3,,participation,2248,51141_6_10
160,,1/16,2315,37529_14_6
10,,participation,2309,37529_14_6
80,,1/16,2238,37529_14_6
18,5.0,5. place,2240,37529_14_6
3,,participation,2248,37529_14_6
5,,participation,2234,3839_60_11
5,,participation,2233,3839_60_11
245,2.0,2. place,2044,3839_60_11
182,,7. place,2302,42134_39_7
56,,1/16,2248,42134_39_7
100,1.0,1. place,2314,49069_70_9
50,3.0,3. place,2313,49069_70_9
6,7.0,7. place*,2290,49069_70_9
35,2.0,2. place,2277,49069_70_9
25,3.0,3. place,2276,49069_70_9
3,,participation,2236,49069_70_9
10,,participation,2289,14934_14_12
10,,participation,2288,14934_14_12
10,,participation,2284,14934_14_12
35,2.0,2. place,2240,14934_14_12
10,,participation,2239,14934_14_12
5,,participation,2238,14934_14_12
5,,participation,2230,14934_14_12
5,,participation,2227,14934_14_12
126,5.0,5. place,2235,14934_14_12
160,,1/16,2288,61451_62_8
20,,participation,2298,61451_62_8
10,,participation,2364,61451_62_8
10,,participation,2315,61451_62_8
6,,participation,2306,61451_62_8
70,2.0,2. place,2398,44331_111_13
70,2.0,2. place,2365,44331_111_13
6,,participation,2292,44331_111_13
126,5.0,5. place,2236,63547_79_14
36,5.0,5. place,2307,23637_4_3
6,,participation,2293,23637_4_3
350,2.0,2. place,2260,23637_4_3
25,3.0,3. place,2201,23637_4_3
13,7.0,7. place,2263,23637_4_3
5,,participation,2317,23637_4_3
182,7.0,7. place,2281,24947_27_4
36,5.0,5. place,2304,24947_27_4
10,,participation,2289,24947_27_4
6,,participation,2293,24947_27_4
175,3.0,3. place,2253,24947_27_4
8,,1/16,2251,24947_27_4
5,,participation,2230,24947_27_4
160,,1/16,2239,7769_43_2
91,7.0,7. place,2253,7769_43_2
35,2.0,2. place,2199,7769_43_2
5,,participation,2267,7769_43_2
91,7.0,7. place,2200,7769_43_2
350,3.0,3. place,2292,25204_260_1
182,,7. place,2302,40925_57_5
100,1.0,1. place,2365,40925_57_5
20,,participation,2298,40925_57_5
16,,1/16,2362,40925_57_5
3,,participation,2253,40925_57_5
120,,1/32,2289,18665_23_6
100,1.0,1. place,2283,18665_23_6
16,,1/16,2287,18665_23_6
10,,participation,2315,18665_23_6
10,,participation,2288,18665_23_6
8,,1/16,2251,18665_23_6
5,,participation,2230,18665_23_6
252,5.0,5. place,2281,13676_15_10
10,,participation,2282,13676_15_10
252,,5. place,2302,56216_13_11
80,,1/16,2230,2795_84_7
10,,participation,2239,2795_84_7
3,7.0,7. place*,2235,2795_84_7
144,,1/16,2180,2795_84_7
112,,1/16,2302,46615_13_12
100,1.0,1. place,2286,46615_13_12
10,,participation,2289,20752_8_8
10,,participation,2288,20752_8_8
6,,participation,2293,20752_8_8
180,5.0,5. place,2267,20752_8_8
112,,1/16,2302,43498_24_9
10,,participation,2284,43498_24_9
56,,1/16,2248,43498_24_9
25,3.0,3. place,2251,43498_24_9
10,,participation,2239,15559_77_13
5,,participation,2234,15559_77_13
126,5.0,5. place,2237,15559_77_13
70,2.0,2. place,2367,12146_97_14
50,3.0,3. place,2398,12146_97_14
6,7.0,7. place*,2292,12146_97_14
50,3.0,3. place,2398,10816_116_3
26,7.0,7. place,2459,10816_116_3
20,,participation,2298,10816_116_3
6,,participation,2292,10816_116_3
50,1.0,1. place,2242,10816_116_3
50,1.0,1. place,2232,10816_116_3
25,3.0,3. place,2231,10816_116_3
18,5.0,5. place,2241,10816_116_3
10,,participation,2239,10816_116_3
175,3.0,3. place,2237,10816_116_3
120,,1/32,2239,13077_113_4
50,1.0,1. place,2043,13077_113_4
35,2.0,2. place,2231,13077_113_4
25,3.0,3. place,2232,13077_113_4
5,,participation,2234,13077_113_4
175,3.0,3. place,2052,13077_113_4
16,,1/16,2304,9491_45_2
10,,participation,2315,9491_45_2
6,,participation,2306,9491_45_2
130,7.0,7. place,2230,9491_45_2
120,,1/32,2239,9491_45_2
18,5.0,5. place,2201,9491_45_2
5,,participation,2238,9491_45_2
5,,participation,2227,9491_45_2
56,,1/16,2045,9491_45_2
252,5.0,5. place,2310,37353_193_1
26,7.0,7. place,2304,37353_193_1
16,,1/16,2287,37353_193_1
10,,participation,2309,37353_193_1
42,,1/32,2248,37353_193_1
10,,participation,2282,65326_70_5
252,5.0,5. place,2290,65326_70_5
50,1.0,1. place,2277,65326_70_5
100,1.0,1. place,2365,14836_93_6
36,5.0,5. place,2398,14836_93_6
36,5.0,5. place,2367,14836_93_6
6,,participation,2306,14836_93_6
91,7.0,7. place,2237,14836_93_6
160,,1/16,2239,1139_15_10
100,,participation,2180,1139_15_10
252,5.0,5. place,2290,52458_53_11
26,7.0,7. place,2359,56931_63_7
20,,participation,2298,56931_63_7
6,7.0,7. place*,2310,56931_63_7
182,7.0,7. place,2292,56931_63_7
56,,1/16,2045,3822_296_12
5,,participation,2234,3822_296_12
5,,participation,2227,3822_296_12
144,,1/16,2180,3822_296_12
120,,1/32,2239,17782_15_8
80,,1/16,2238,17782_15_8
160,,1/16,2239,20879_14_9
25,3.0,3. place,2240,20879_14_9
5,,participation,2230,20879_14_9
5,,participation,2227,20879_14_9
3,,participation,2235,20879_14_9
130,7.0,7. place,2260,14883_4_13
112,,1/16,2302,70351_48_14
260,7.0,7. place,2315,17339_15_3
160,,1/16,2364,17339_15_3
10,,participation,2288,17339_15_3
350,3.0,3. place,2310,18680_23_4
12,,1/32,2287,18680_23_4
10,,participation,2364,18680_23_4
18,5.0,5. place,2263,18680_23_4
8,,1/16,2201,18680_23_4
252,5.0,5. place,2281,54665_13_2
112,,1/16,2302,54665_13_2
112,,1/16,2281,22699_43_1
130,7.0,7. place,2267,22699_43_1
80,,1/16,2227,22699_43_1
10,,participation,2239,22699_43_1
5,,participation,2260,22699_43_1
5,,participation,2234,22699_43_1
3,,participation,2200,22699_43_1
176,,1/16,2035,1151_9_5
10,,participation,2239,1151_9_5
5,,participation,2227,1151_9_5
3,,participation,2045,1151_9_5
100,,participation,2180,1151_9_5
100,1.0,1. place,2459,26040_97_6
100,1.0,1. place,2398,26040_97_6
50,3.0,3. place,2367,26040_97_6
10,,participation,2309,26040_97_6
6,,participation,2292,26040_97_6
252,,5. place,2302,61064_49_10
70,2.0,2. place,2424,2059_131_11
182,7.0,7. place,2436,2059_131_11
50,3.0,3. place,2359,4217_18_7
175,3.0,3. place,2236,4217_18_7
120,,1/32,2239,20255_6_12
80,,1/16,2230,20255_6_12
5,,participation,2233,20255_6_12
3,,participation,2200,20255_6_12
70,2.0,2. place,2460,40630_109_8
50,3.0,3. place,2459,40630_109_8
50,3.0,3. place,2398,40630_109_8
10,,participation,2289,40630_109_8
10,,participation,2284,40630_109_8
6,,participation,2292,40630_109_8
3,,participation,2248,40630_109_8
112,,1/16,2281,19520_266_9
70,2.0,2. place,2283,19520_266_9
10,,participation,2289,19520_266_9
6,,participation,2293,19520_266_9
126,5.0,5. place,2235,25980_74_13
126,5.0,5. place,2236,63933_171_13
50,3.0,3. place,2283,43884_1_14
6,,participation,2302,43884_1_14
56,,1/16,2248,43884_1_14
252,5.0,5. place,2310,11646_56_3
112,,1/16,2281,11646_56_3
16,,1/16,2294,11646_56_3
12,,1/32,2287,11646_56_3
10,,participation,2315,11646_56_3
6,,participation,2292,11646_56_3
5,,participation,2317,11646_56_3
120,,1/32,2315,29131_32_4
120,,1/32,2296,29131_32_4
84,,1/32,2306,29131_32_4
36,5.0,5. place,2287,29131_32_4
10,,participation,2289,29131_32_4
6,,participation,2293,29131_32_4
182,7.0,7. place,2306,47836_15_2
160,,1/16,2364,47836_15_2
10,,participation,2315,47836_15_2
10,,participation,2288,47836_15_2
160,,1/16,2296,68711_46_1
120,,1/32,2309,68711_46_1
50,3.0,3. place,2424,68711_46_1
6,,participation,2436,68711_46_1
70,2.0,2. place,2460,41025_77_5
70,2.0,2. place,2459,41025_77_5
70,2.0,2. place,2367,41025_77_5
70,2.0,2. place,2365,41025_77_5
6,,participation,2292,41025_77_5
3,,participation,2052,41025_77_5
112,,1/16,2306,22132_25_6
16,,1/16,2287,22132_25_6
10,,participation,2311,22132_25_6
60,,1/32,2230,22132_25_6
5,,participation,2234,22132_25_6
5,,participation,2227,22132_25_6
56,,1/16,2200,22132_25_6
80,,1/16,2230,2799_275_10
56,,1/16,2045,2799_275_10
10,,participation,2239,2799_275_10
5,,participation,2233,2799_275_10
100,,participation,2180,2799_275_10
80,,1/16,2233,9966_20_11
80,,1/16,2230,9966_20_11
10,,participation,2239,9966_20_11
5,,participation,2238,9966_20_11
5,,participation,2227,9966_20_11
56,,1/16,2200,9966_20_11
126,,5. place,2248,45225_17_7
80,,1/16,2317,45225_17_7
160,,1/16,2311,23249_8_12
26,7.0,7. place,2294,23249_8_12
10,,participation,2289,23249_8_12
5,7.0,7. place*,2267,23249_8_12
5,,participation,2234,23249_8_12
10,,participation,2309,61066_49_8
6,,participation,2302,61066_49_8
175,,3. place,2248,61066_49_8
5,,participation,2267,61066_49_8
6,,participation,2281,37416_163_9
175,,3. place,2248,37416_163_9
13,7.0,7. place,2251,37416_163_9
70,2.0,2. place,2365,69797_57_14
36,5.0,5. place,2398,69797_57_14
160,,1/16,2311,30069_33_3
160,,1/16,2289,30069_33_3
10,,participation,2282,30069_33_3
6,,participation,2306,30069_33_3
6,,participation,2281,30069_33_3
42,,1/32,2248,30069_33_3
25,3.0,3. place,2263,30069_33_3
182,,7. place,2302,42855_23_4
50,3.0,3. place,2362,42855_23_4
12,,1/32,2287,42855_23_4
126,,5. place,2248,42855_23_4
160,,1/16,2315,52118_74_2
160,,1/16,2289,52118_74_2
26,7.0,7. place,2294,52118_74_2
10,,participation,2364,52118_74_2
6,,participation,2436,52118_74_2
36,5.0,5. place,2304,39125_14_1
10,,participation,2288,39125_14_1
250,3.0,3. place,2238,39125_14_1
35,2.0,2. place,2240,39125_14_1
16,,1/16,2286,9562_26_5
120,,1/32,2239,9562_26_5
80,,1/16,2230,9562_26_5
60,,1/32,2234,9562_26_5
5,,participation,2233,9562_26_5
5,,participation,2227,9562_26_5
70,2.0,2. place,2314,12615_292_6
10,,participation,2239,12615_292_6
175,3.0,3. place,2044,12615_292_6
180,5.0,5. place,2238,4011_296_10
50,1.0,1. place,2240,4011_296_10
5,,participation,2234,4011_296_10
35,2.0,2. place,2241,4393_70_11
10,,participation,2239,4393_70_11
5,,participation,2238,4393_70_11
5,,participation,2234,4393_70_11
5,,participation,2233,4393_70_11
175,3.0,3. place,2044,4393_70_11
160,,1/16,2296,17109_49_7
10,,participation,2309,17109_49_7
10,,participation,2289,17109_49_7
10,,participation,2284,17109_49_7
5,,participation,2260,17109_49_7
10,,participation,2239,61277_82_12
5,,participation,2238,61277_82_12
5,,participation,2230,61277_82_12
175,3.0,3. place,2044,61277_82_12
10,,participation,2289,20935_10_9
180,5.0,5. place,2234,20935_10_9
182,,7. place,2302,42911_27_8
3,,participation,2248,42911_27_8
50,3.0,3. place,2286,29346_20_13
26,7.0,7. place,2307,29346_20_13
26,7.0,7. place,2287,29346_20_13
6,,participation,2306,29346_20_13
6,,participation,2293,29346_20_13
10,,participation,2289,52099_231_14
6,,participation,2290,52099_231_14
50,1.0,1. place,2277,52099_231_14
35,2.0,2. place,2276,52099_231_14
50,3.0,3. place,2307,17442_9_3
20,,participation,2298,17442_9_3
10,,participation,2288,17442_9_3
80,,1/16,2317,17442_9_3
60,,1/32,2238,17442_9_3
60,,1/32,2227,17442_9_3
5,,participation,2267,17442_9_3
5,,participation,2234,17442_9_3
100,,participation,2180,17442_9_3
100,1.0,1. place,2367,29052_77_4
50,3.0,3. place,2398,29052_77_4
12,,1/32,2362,29052_77_4
10,,participation,2311,29052_77_4
10,,participation,2309,29052_77_4
182,7.0,7. place,2292,29052_77_4
3,7.0,7. place*,2052,29052_77_4
120,,1/32,2239,1245_193_2
91,7.0,7. place,2045,1245_193_2
5,,participation,2227,1245_193_2
144,,1/16,2180,1245_193_2
320,,1/16,2298,13532_323_1
10,,participation,2239,13532_323_1
252,5.0,5. place,2281,13761_43_5
10,,participation,2296,13761_43_5
6,,participation,2293,13761_43_5
10,,participation,2239,13761_43_5
8,,1/16,2199,13761_43_5
252,,5. place,2302,51975_17_6
252,,5. place,2302,36421_23_6
80,,1/16,2230,1540_61_10
10,,participation,2239,1540_61_10
144,,1/16,2180,1540_61_10
160,,1/16,2315,63266_14_11
20,,participation,2298,63266_14_11
10,,participation,2311,63266_14_11
10,,participation,2309,63266_14_11
6,,participation,2302,63266_14_11
160,,1/16,2289,34695_49_7
10,,participation,2288,34695_49_7
10,,participation,2282,34695_49_7
6,,participation,2281,34695_49_7
180,5.0,5. place,2234,14915_296_8
5,,participation,2230,14915_296_8
182,,7. place,2302,64761_57_12
3,,participation,2248,64761_57_12
182,,7. place,2302,63746_17_9
182,,7. place,2302,60181_4_9
100,1.0,1. place,2424,42005_46_13
10,,participation,2296,42005_46_13
91,,7. place,2248,50726_296_14
350,,3. place,2302,37629_25_3
16,,1/16,2286,37629_25_3
10,,participation,2311,37629_25_3
160,,1/16,2309,36057_51_4
100,1.0,1. place,2287,36057_51_4
84,,1/32,2306,36057_51_4
10,,participation,2311,36057_51_4
10,,participation,2296,36057_51_4
160,,1/16,2282,13386_29_2
20,,participation,2298,13386_29_2
10,,participation,2289,13386_29_2
6,,participation,2293,13386_29_2
80,,1/16,2233,13386_29_2
60,,1/32,2238,13386_29_2
10,,participation,2239,13386_29_2
5,,participation,2260,13386_29_2
5,,participation,2234,13386_29_2
3,,participation,2045,13386_29_2
36,5.0,5. place,2367,10450_113_1
6,,participation,2292,10450_113_1
50,1.0,1. place,2231,10450_113_1
35,2.0,2. place,2232,10450_113_1
10,,participation,2239,10450_113_1
5,,participation,2234,10450_113_1
5,,participation,2233,10450_113_1
175,3.0,3. place,2237,10450_113_1
50,3.0,3. place,2314,68778_79_5
50,3.0,3. place,2313,68778_79_5
182,7.0,7. place,2290,68778_79_5
160,,1/16,2296,50020_23_10
70,2.0,2. place,2283,50020_23_10
70,2.0,2. place,2365,55440_93_11
36,5.0,5. place,2459,55440_93_11
36,5.0,5. place,2398,55440_93_11
36,5.0,5. place,2367,55440_93_11
25,3.0,3. place,2231,55440_93_11
10,,participation,2282,2684_328_7
176,,1/16,2035,2684_328_7
180,5.0,5. place,2267,36974_49_12
3,,participation,2253,36974_49_12
50,3.0,3. place,2365,25079_57_8
50,3.0,3. place,2359,25079_57_8
20,,participation,2298,25079_57_8
10,,participation,2309,25079_57_8
35,2.0,2. place,2043,25079_57_8
5,,participation,2227,25079_57_8
50,3.0,3. place,2360,34173_50_13
50,3.0,3. place,2359,34173_50_13
6,5.0,5. place*,2290,34173_50_13
80,,1/16,2230,21509_193_14
5,,participation,2227,21509_193_14
3,,participation,2200,21509_193_14
120,,1/32,2309,10959_114_4
70,2.0,2. place,2367,10959_114_4
36,5.0,5. place,2365,10959_114_4
6,,participation,2310,10959_114_4
6,,participation,2306,10959_114_4
60,,1/32,2234,10959_114_4
25,3.0,3. place,2242,10959_114_4
18,5.0,5. place,2232,10959_114_4
10,,participation,2239,10959_114_4
5,,participation,2238,10959_114_4
3,,participation,2052,10959_114_4
250,3.0,3. place,2233,2345_296_2
3,,participation,2045,2345_296_2
100,,participation,2180,2345_296_2
160,,1/16,2364,20997_26_3
50,3.0,3. place,2304,20997_26_3
36,5.0,5. place,2287,20997_26_3
36,5.0,5. place,2286,20997_26_3
10,,participation,2309,20997_26_3
6,,participation,2293,20997_26_3
35,2.0,2. place,2201,20997_26_3
5,,participation,2317,20997_26_3
5,,participation,2267,20997_26_3
5,,participation,2233,20997_26_3
3,,participation,2253,20997_26_3
26,7.0,7. place,2359,34325_78_1
60,,1/32,2234,34325_78_1
50,1.0,1. place,2277,34325_78_1
50,1.0,1. place,2276,34325_78_1
5,,participation,2233,34325_78_1
126,5.0,5. place,2044,34325_78_1
252,5.0,5. place,2310,6653_181_5
10,,participation,2311,6653_181_5
10,,participation,2309,6653_181_5
252,5.0,5. place,2310,34359_191_6
50,3.0,3. place,2398,17233_260_10
50,3.0,3. place,2365,17233_260_10
126,5.0,5. place,2052,17233_260_10
100,1.0,1. place,2314,37977_79_11
100,1.0,1. place,2313,37977_79_11
70,2.0,2. place,2283,50329_10_7
26,7.0,7. place,2286,50329_10_7
10,,participation,2311,50329_10_7
10,,participation,2289,50329_10_7
6,,participation,2302,50329_10_7
6,,participation,2293,50329_10_7
56,,1/16,2248,50329_10_7
182,7.0,7. place,2310,69691_286_12
175,3.0,3. place,2052,41110_48_9
50,3.0,3. place,2314,26057_98_8
50,3.0,3. place,2313,26057_98_8
10,,participation,2282,26057_98_8
6,7.0,7. place*,2290,26057_98_8
50,1.0,1. place,2277,26057_98_8
3,,participation,2236,26057_98_8
36,5.0,5. place,2362,31639_28_13
36,5.0,5. place,2286,31639_28_13
18,5.0,5. place,2201,31639_28_13
13,7.0,7. place,2263,31639_28_13
26,7.0,7. place,2286,31972_36_14
56,,1/16,2248,31972_36_14
182,7.0,7. place,2310,28342_86_2
100,1.0,1. place,2356,28342_86_2
10,,participation,2315,28342_86_2
10,,participation,2311,28342_86_2
10,,participation,2309,28342_86_2
6,,participation,2436,28342_86_2
10,,participation,2239,28342_86_2
5,,participation,2238,28342_86_2
5,,participation,2234,28342_86_2
5,,participation,2233,28342_86_2
5,,participation,2230,28342_86_2
3,,participation,2235,28342_86_2
100,1.0,1. place,2459,36736_77_4
100,1.0,1. place,2365,36736_77_4
36,5.0,5. place,2367,36736_77_4
112,,1/16,2292,36736_77_4
3,,participation,2248,36736_77_4
160,,1/16,2284,24052_49_3
120,,1/32,2289,24052_49_3
70,2.0,2. place,2367,24052_49_3
252,5.0,5. place,2310,34360_131_1
36,5.0,5. place,2471,34360_131_1
16,,1/16,2424,34360_131_1
6,,participation,2436,34360_131_1
120,,1/32,2289,23234_25_5
16,,1/16,2287,23234_25_5
16,,1/16,2286,23234_25_5
56,,1/16,2253,23234_25_5
25,3.0,3. place,2263,23234_25_5
25,3.0,3. place,2251,23234_25_5
10,,participation,2239,23234_25_5
3,,participation,2200,23234_25_5
245,,2. place,2248,45142_17_6
160,,1/16,2282,22534_193_10
10,,participation,2311,22534_193_10
50,1.0,1. place,2201,22534_193_10
5,,participation,2260,22534_193_10
70,2.0,2. place,2459,47469_51_11
50,3.0,3. place,2398,47469_51_11
6,,participation,2292,47469_51_11
60,,1/32,2233,47469_51_11
5,,participation,2260,47469_51_11
5,,participation,2234,47469_51_11
3,,participation,2248,47469_51_11
180,5.0,5. place,2317,30754_296_7
50,3.0,3. place,2359,32584_57_12
10,,participation,2284,32584_57_12
10,,participation,2282,32584_57_12
6,,participation,2281,32584_57_12
6,,participation,2292,32584_57_12
50,1.0,1. place,2241,32584_57_12
35,2.0,2. place,2242,32584_57_12
5,,participation,2234,32584_57_12
3,,participation,2253,32584_57_12
112,,1/16,2302,55059_51_9
50,3.0,3. place,2459,55059_51_9
160,,1/16,2239,25530_14_8
100,1.0,1. place,2460,71601_49_13
35,2.0,2. place,2232,52885_253_14
25,3.0,3. place,2231,52885_253_14
10,,participation,2239,52885_253_14
3,7.0,7. place*,2237,52885_253_14
350,,3. place,2302,41112_48_2
350,,1. place,2248,36560_296_2
350,3.0,3. place,2281,65949_13_4
160,,1/16,2288,46915_49_3
160,,1/16,2282,46915_49_3
10,,participation,2296,46915_49_3
6,,participation,2281,46915_49_3
260,7.0,7. place,2288,61417_62_1
20,,participation,2298,61417_62_1
10,,participation,2364,61417_62_1
10,,participation,2315,61417_62_1
6,,participation,2306,61417_62_1
3,,participation,2235,61417_62_1
160,,1/16,2296,38176_6_5
50,3.0,3. place,2286,38176_6_5
56,,1/16,2248,38176_6_5
10,,participation,2284,13598_95_6
50,1.0,1. place,2263,13598_95_6
175,3.0,3. place,2052,13598_95_6
182,,7. place,2302,43219_23_10
36,5.0,5. place,2286,43219_23_10
112,,1/16,2302,64782_96_11
50,3.0,3. place,2460,64782_96_11
26,7.0,7. place,2398,64782_96_11
6,,participation,2292,64782_96_11
3,,participation,2248,64782_96_11
5,,participation,2234,10394_106_7
175,3.0,3. place,2044,10394_106_7
175,3.0,3. place,2044,8503_211_12
175,3.0,3. place,2236,31640_78_12
160,,1/16,2288,22822_6_9
160,,1/16,2315,66161_30_9
50,3.0,3. place,2287,18564_23_8
10,,participation,2289,18564_23_8
6,,participation,2306,18564_23_8
80,,1/16,2233,18564_23_8
91,,7. place,2248,36370_42_13
70,2.0,2. place,2424,65893_46_14
70,2.0,2. place,2314,6909_78_14
160,,1/16,2309,45534_46_3
120,,1/32,2296,45534_46_3
50,3.0,3. place,2424,45534_46_3
6,,participation,2436,45534_46_3
160,,1/16,2315,29240_23_4
120,,1/32,2288,29240_23_4
12,,1/32,2307,29240_23_4
10,,participation,2282,29240_23_4
6,,participation,2281,29240_23_4
8,,1/16,2263,29240_23_4
8,,1/16,2251,29240_23_4
112,,1/16,2302,50468_49_1
50,3.0,3. place,2367,50468_49_1
10,,participation,2289,50468_49_1
10,,participation,2288,50468_49_1
10,,participation,2284,50468_49_1
112,,1/16,2292,50468_49_1
120,,1/32,2239,10213_84_5
80,,1/16,2234,10213_84_5
60,,1/32,2233,10213_84_5
160,,1/16,2364,20988_26_6
16,,1/16,2287,20988_26_6
6,,participation,2306,20988_26_6
25,3.0,3. place,2201,20988_26_6
13,7.0,7. place,2199,20988_26_6
5,,participation,2267,20988_26_6
5,,participation,2233,20988_26_6
112,,1/16,2302,38110_95_10
50,3.0,3. place,2459,38110_95_10
6,,participation,2292,38110_95_10
35,2.0,2. place,2241,38110_95_10
112,,1/16,2281,38055_21_11
36,5.0,5. place,2283,38055_21_11
26,7.0,7. place,2362,38055_21_11
16,,1/16,2287,38055_21_11
5,,participation,2260,38055_21_11
50,3.0,3. place,2294,13612_266_7
50,3.0,3. place,2287,13612_266_7
26,7.0,7. place,2304,13612_266_7
10,,participation,2289,13612_266_7
18,5.0,5. place,2251,13612_266_7
18,5.0,5. place,2199,13612_266_7
3,,participation,2253,13612_266_7
50,3.0,3. place,2398,16744_97_8
50,3.0,3. place,2367,16744_97_8
6,,participation,2292,16744_97_8
35,2.0,2. place,2231,16744_97_8
36,5.0,5. place,2307,9871_4_13
16,,1/16,2362,9871_4_13
35,2.0,2. place,2201,9871_4_13
80,,1/16,2238,17166_21_2
80,,1/16,2227,17166_21_2
10,,participation,2239,17166_21_2
5,,participation,2233,17166_21_2
175,3.0,3. place,2200,17166_21_2
160,,1/16,2284,19722_24_3
36,5.0,5. place,2294,19722_24_3
10,,participation,2282,19722_24_3
60,,1/32,2227,19722_24_3
56,,1/16,2253,19722_24_3
10,,participation,2239,19722_24_3
50,3.0,3. place,2360,12835_78_4
6,7.0,7. place*,2290,12835_78_4
50,1.0,1. place,2276,12835_78_4
25,3.0,3. place,2277,12835_78_4
175,3.0,3. place,2236,12835_78_4
36,5.0,5. place,2365,25897_92_1
6,,participation,2292,25897_92_1
10,,participation,2239,25897_92_1
