points,place,long_place,competition.id,competitor.id
700,1.0,1. place,2310,9376_4_1
160,,1/16,2289,9376_4_1
160,,1/16,2284,9376_4_1
20,,participation,2298,9376_4_1
10,,participation,2315,9376_4_1
350,3.0,3. place,2293,9376_4_1
250,3.0,3. place,2317,9376_4_1
50,1.0,1. place,2263,9376_4_1
500,3.0,3. place,2296,14732_23_4
160,,1/16,2311,14732_23_4
160,,1/16,2289,14732_23_4
20,,participation,2298,14732_23_4
16,,1/16,2287,14732_23_4
112,,1/16,2293,14732_23_4
180,5.0,5. place,2234,14732_23_4
80,,1/16,2230,14732_23_4
80,,1/16,2227,14732_23_4
60,,1/32,2238,14732_23_4
56,,1/16,2045,14732_23_4
144,,1/16,2180,14732_23_4
320,,1/16,2298,19203_10_14
396,5.0,5. place,2035,19203_10_14
350,1.0,1. place,2200,19203_10_14
450,3.0,3. place,2180,19203_10_14
360,5.0,5. place,2284,16451_14_2
260,7.0,7. place,2311,16451_14_2
240,,1/32,2298,16451_14_2
160,,1/16,2296,16451_14_2
120,,1/32,2289,16451_14_2
350,3.0,3. place,2436,16451_14_2
500,3.0,3. place,2289,4821_2_11
10,,participation,2284,4821_2_11
182,7.0,7. place,2293,4821_2_11
250,3.0,3. place,2227,4821_2_11
245,2.0,2. place,2045,4821_2_11
176,,1/16,2035,4821_2_11
120,,1/32,2239,4821_2_11
80,,1/16,2260,4821_2_11
324,5.0,5. place,2180,4821_2_11
350,3.0,3. place,2281,10710_78_7
240,,1/32,2298,10710_78_7
100,1.0,1. place,2360,10710_78_7
100,1.0,1. place,2314,10710_78_7
100,1.0,1. place,2313,10710_78_7
350,3.0,3. place,2290,10710_78_7
130,7.0,7. place,2260,10710_78_7
100,,participation,2180,10710_78_7
50,1.0,1. place,2276,10710_78_7
10,,participation,2239,10710_78_7
5,,participation,2317,10710_78_7
350,1.0,1. place,2044,10710_78_7
1100,1.0,1. place,2035,11690_13_12
500,1.0,1. place,2230,11690_13_12
250,3.0,3. place,2238,11690_13_12
360,5.0,5. place,2288,42631_23_10
350,,3. place,2302,42631_23_10
320,,1/16,2298,42631_23_10
260,7.0,7. place,2311,42631_23_10
160,,1/16,2309,42631_23_10
130,7.0,7. place,2234,42631_23_10
126,,5. place,2248,42631_23_10
80,,1/16,2227,42631_23_10
5,,participation,2238,42631_23_10
3,,participation,2200,42631_23_10
520,7.0,7. place,2298,7919_23_13
360,5.0,5. place,2284,7919_23_13
260,7.0,7. place,2311,7919_23_13
260,7.0,7. place,2309,7919_23_13
50,3.0,3. place,2307,7919_23_13
112,,1/16,2293,7919_23_13
50,1.0,1. place,2263,7919_23_13
10,,participation,2239,7919_23_13
5,,participation,2238,7919_23_13
5,,participation,2234,7919_23_13
5,,participation,2227,7919_23_13
126,5.0,5. place,2045,7919_23_13
500,3.0,3. place,2364,13675_15_8
490,2.0,2. place,2281,13675_15_8
320,,1/16,2298,13675_15_8
10,,participation,2315,13675_15_8
10,,participation,2282,13675_15_8
350,3.0,3. place,2436,13675_15_8
80,,1/16,2230,13675_15_8
1000,1.0,1. place,2315,43238_13_5
240,,1/32,2298,43238_13_5
500,1.0,1. place,2267,43238_13_5
320,,1/16,2298,24187_43_3
6,,participation,2293,24187_43_3
250,3.0,3. place,2234,24187_43_3
245,2.0,2. place,2253,24187_43_3
234,7.0,7. place,2180,24187_43_3
176,,1/16,2035,24187_43_3
130,7.0,7. place,2317,24187_43_3
350,1.0,1. place,2045,24187_43_3
700,2.0,2. place,2284,36172_14_1
360,5.0,5. place,2296,36172_14_1
160,,1/16,2364,36172_14_1
160,,1/16,2289,36172_14_1
10,,participation,2311,36172_14_1
182,7.0,7. place,2436,36172_14_1
80,,1/16,2238,36172_14_1
360,5.0,5. place,2309,65194_266_6
260,7.0,7. place,2315,65194_266_6
260,7.0,7. place,2289,65194_266_6
160,,1/16,2282,65194_266_6
100,1.0,1. place,2294,65194_266_6
6,,participation,2293,65194_266_6
350,2.0,2. place,2260,65194_266_6
126,5.0,5. place,2253,65194_266_6
490,2.0,2. place,2310,37057_26_4
240,,1/32,2298,37057_26_4
160,,1/16,2364,37057_26_4
84,,1/32,2306,37057_26_4
36,5.0,5. place,2304,37057_26_4
112,,1/16,2293,37057_26_4
250,3.0,3. place,2317,37057_26_4
80,,1/16,2233,37057_26_4
18,5.0,5. place,2201,37057_26_4
8,,1/16,2199,37057_26_4
160,,1/16,2289,10874_49_2
160,,1/16,2288,10874_49_2
160,,1/16,2284,10874_49_2
112,,1/16,2306,10874_49_2
50,3.0,3. place,2307,10874_49_2
700,1.0,1. place,2292,10874_49_2
130,7.0,7. place,2267,10874_49_2
550,3.0,3. place,2035,39329_8_14
245,2.0,2. place,2045,39329_8_14
630,2.0,2. place,2180,39329_8_14
700,2.0,2. place,2364,3816_296_9
180,5.0,5. place,2260,3816_296_9
180,5.0,5. place,2238,3816_296_9
130,7.0,7. place,2317,3816_296_9
130,7.0,7. place,2227,3816_296_9
91,7.0,7. place,2253,3816_296_9
252,5.0,5. place,2306,16399_20_11
252,5.0,5. place,2281,16399_20_11
160,,1/16,2311,16399_20_11
100,1.0,1. place,2362,16399_20_11
50,3.0,3. place,2307,16399_20_11
252,5.0,5. place,2293,16399_20_11
180,5.0,5. place,2238,16399_20_11
176,,1/16,2035,16399_20_11
160,,1/16,2239,16399_20_11
130,7.0,7. place,2260,16399_20_11
80,,1/16,2233,16399_20_11
91,7.0,7. place,2200,16399_20_11
360,5.0,5. place,2289,7538_4_7
360,5.0,5. place,2288,7538_4_7
360,5.0,5. place,2282,7538_4_7
320,,1/16,2298,7538_4_7
10,,participation,2284,7538_4_7
6,,participation,2293,7538_4_7
250,3.0,3. place,2260,7538_4_7
130,7.0,7. place,2317,7538_4_7
50,1.0,1. place,2201,7538_4_7
3,,participation,2253,7538_4_7
500,3.0,3. place,2309,7848_26_12
350,3.0,3. place,2310,7848_26_12
240,,1/32,2298,7848_26_12
182,7.0,7. place,2281,7848_26_12
160,,1/16,2284,7848_26_12
6,,participation,2293,7848_26_12
130,7.0,7. place,2260,7848_26_12
126,5.0,5. place,2253,7848_26_12
80,,1/16,2230,7848_26_12
35,2.0,2. place,2201,7848_26_12
5,,participation,2233,7848_26_12
700,1.0,1. place,2310,42127_193_13
500,3.0,3. place,2309,42127_193_13
100,1.0,1. place,2287,42127_193_13
100,1.0,1. place,2286,42127_193_13
6,,participation,2302,42127_193_13
350,,1. place,2248,42127_193_13
500,3.0,3. place,2288,22271_2_8
260,7.0,7. place,2311,22271_2_8
160,,1/16,2284,22271_2_8
112,,1/16,2306,22271_2_8
50,3.0,3. place,2287,22271_2_8
112,,1/16,2293,22271_2_8
350,2.0,2. place,2267,22271_2_8
126,5.0,5. place,2253,22271_2_8
35,2.0,2. place,2199,22271_2_8
18,5.0,5. place,2251,22271_2_8
5,,participation,2260,22271_2_8
500,3.0,3. place,2364,25498_61_10
350,3.0,3. place,2306,25498_61_10
160,,1/16,2296,25498_61_10
20,,participation,2298,25498_61_10
252,5.0,5. place,2436,25498_61_10
350,,2. place,2267,25498_61_10
80,,1/16,2260,25498_61_10
350,3.0,3. place,2306,17727_13_5
500,1.0,1. place,2260,17727_13_5
500,1.0,1. place,2230,17727_13_5
360,5.0,5. place,2239,17727_13_5
500,3.0,3. place,2309,32479_17_3
360,5.0,5. place,2364,32479_17_3
360,5.0,5. place,2282,32479_17_3
320,,1/16,2298,32479_17_3
120,,1/32,2311,32479_17_3
500,3.0,3. place,2282,31072_4_1
550,3.0,3. place,2035,31072_4_1
250,3.0,3. place,2230,31072_4_1
100,,participation,2180,31072_4_1
245,2.0,2. place,2200,31072_4_1
1000,1.0,1. place,2315,39933_23_6
500,3.0,3. place,2311,39933_23_6
120,,1/32,2309,39933_23_6
500,3.0,3. place,2288,51107_8_4
350,,3. place,2302,51107_8_4
120,,1/32,2289,51107_8_4
20,,participation,2298,51107_8_4
10,,participation,2309,51107_8_4
250,3.0,3. place,2267,51107_8_4
175,,3. place,2248,51107_8_4
360,5.0,5. place,2364,8434_21_9
350,3.0,3. place,2281,8434_21_9
320,,1/16,2298,8434_21_9
70,2.0,2. place,2362,8434_21_9
10,,participation,2309,8434_21_9
112,,1/16,2293,8434_21_9
80,,1/16,2227,8434_21_9
35,2.0,2. place,2251,8434_21_9
25,3.0,3. place,2263,8434_21_9
10,,participation,2239,8434_21_9
5,,participation,2317,8434_21_9
3,,participation,2200,8434_21_9
350,2.0,2. place,2238,8316_16_2
350,2.0,2. place,2227,8316_16_2
260,7.0,7. place,2239,8316_16_2
176,,1/16,2035,8316_16_2
80,,1/16,2234,8316_16_2
126,5.0,5. place,2200,8316_16_2
360,5.0,5. place,2289,23218_193_14
100,1.0,1. place,2287,23218_193_14
10,,participation,2282,23218_193_14
500,1.0,1. place,2267,23218_193_14
175,3.0,3. place,2253,23218_193_14
130,7.0,7. place,2230,23218_193_14
56,,1/16,2200,23218_193_14
490,2.0,2. place,2281,19024_44_11
360,5.0,5. place,2311,19024_44_11
360,5.0,5. place,2309,19024_44_11
320,,1/16,2298,19024_44_11
182,7.0,7. place,2306,19024_44_11
6,,participation,2293,19024_44_11
50,1.0,1. place,2251,19024_44_11
25,3.0,3. place,2199,19024_44_11
18,5.0,5. place,2201,19024_44_11
3,,participation,2253,19024_44_11
56,,1/16,2200,19024_44_11
350,3.0,3. place,2310,20202_77_8
260,7.0,7. place,2282,20202_77_8
160,,1/16,2296,20202_77_8
100,1.0,1. place,2460,20202_77_8
70,2.0,2. place,2367,20202_77_8
252,5.0,5. place,2292,20202_77_8
360,5.0,5. place,2239,20202_77_8
175,3.0,3. place,2052,20202_77_8
500,3.0,3. place,2311,1034_29_10
320,,1/16,2298,1034_29_10
100,1.0,1. place,2304,1034_29_10
112,,1/16,2293,1034_29_10
176,,1/16,2035,1034_29_10
130,7.0,7. place,2238,1034_29_10
120,,1/32,2239,1034_29_10
100,,participation,2180,1034_29_10
126,5.0,5. place,2045,1034_29_10
240,,1/32,2298,11150_18_12
100,1.0,1. place,2360,11150_18_12
100,1.0,1. place,2359,11150_18_12
700,1.0,1. place,2290,11150_18_12
160,,1/16,2239,11150_18_12
5,,participation,2234,11150_18_12
5,,participation,2230,11150_18_12
350,1.0,1. place,2236,11150_18_12
260,7.0,7. place,2309,30617_14_3
240,,1/32,2298,30617_14_3
160,,1/16,2311,30617_14_3
120,,1/32,2296,30617_14_3
10,,participation,2315,30617_14_3
700,1.0,1. place,2436,30617_14_3
80,,1/16,2238,30617_14_3
56,,1/16,2248,30617_14_3
18,5.0,5. place,2240,30617_14_3
5,,participation,2233,30617_14_3
500,3.0,3. place,2288,43672_8_1
360,5.0,5. place,2309,43672_8_1
252,,5. place,2302,43672_8_1
160,,1/16,2289,43672_8_1
100,1.0,1. place,2283,43672_8_1
245,,2. place,2248,43672_8_1
260,7.0,7. place,2296,16065_109_13
6,,participation,2306,16065_109_13
490,2.0,2. place,2292,16065_109_13
250,3.0,3. place,2267,16065_109_13
160,,1/16,2239,16065_109_13
100,,participation,2180,16065_109_13
80,,1/16,2230,16065_109_13
50,1.0,1. place,2232,16065_109_13
175,3.0,3. place,2052,16065_109_13
320,,1/16,2298,8396_61_5
10,,participation,2364,8396_61_5
350,3.0,3. place,2436,8396_61_5
360,5.0,5. place,2239,8396_61_5
250,3.0,3. place,2233,8396_61_5
5,,participation,2267,8396_61_5
5,,participation,2260,8396_61_5
5,,participation,2230,8396_61_5
234,7.0,7. place,2180,8396_61_5
1000,1.0,1. place,2364,43175_296_6
350,2.0,2. place,2317,43175_296_6
175,,3. place,2248,43175_296_6
260,7.0,7. place,2315,1261_266_7
70,2.0,2. place,2294,1261_266_7
36,5.0,5. place,2304,1261_266_7
10,,participation,2309,1261_266_7
10,,participation,2289,1261_266_7
6,,participation,2293,1261_266_7
350,2.0,2. place,2317,1261_266_7
245,2.0,2. place,2253,1261_266_7
180,5.0,5. place,2238,1261_266_7
176,,1/16,2035,1261_266_7
80,,1/16,2230,1261_266_7
100,,participation,2180,1261_266_7
500,3.0,3. place,2296,67723_155_4
240,,1/32,2298,67723_155_4
160,,1/16,2309,67723_155_4
160,,1/16,2289,67723_155_4
350,3.0,3. place,2436,67723_155_4
500,3.0,3. place,2364,65967_15_9
320,,1/16,2298,65967_15_9
160,,1/16,2282,65967_15_9
10,,participation,2315,65967_15_9
6,,participation,2281,65967_15_9
350,3.0,3. place,2436,65967_15_9
360,5.0,5. place,2288,32448_17_2
160,,1/16,2311,32448_17_2
6,,participation,2281,32448_17_2
350,3.0,3. place,2436,32448_17_2
250,3.0,3. place,2227,32448_17_2
130,7.0,7. place,2233,32448_17_2
60,,1/32,2234,32448_17_2
360,5.0,5. place,2311,13796_10_14
320,,1/16,2298,13796_10_14
182,7.0,7. place,2306,13796_10_14
50,3.0,3. place,2307,13796_10_14
50,3.0,3. place,2283,13796_10_14
350,3.0,3. place,2293,13796_10_14
720,5.0,5. place,2298,38201_266_11
350,3.0,3. place,2281,38201_266_11
160,,1/16,2315,38201_266_11
160,,1/16,2289,38201_266_11
100,1.0,1. place,2294,38201_266_11
112,,1/16,2293,38201_266_11
120,,1/32,2239,38201_266_11
91,,7. place,2248,38201_266_11
8,,1/16,2251,38201_266_11
8,,1/16,2199,38201_266_11
3,,participation,2045,38201_266_11
360,5.0,5. place,2288,24065_49_8
260,7.0,7. place,2282,24065_49_8
182,7.0,7. place,2281,24065_49_8
160,,1/16,2289,24065_49_8
20,,participation,2298,24065_49_8
700,1.0,1. place,2292,24065_49_8
350,3.0,3. place,2310,18056_32_10
260,7.0,7. place,2364,18056_32_10
182,7.0,7. place,2281,18056_32_10
160,,1/16,2282,18056_32_10
10,,participation,2309,18056_32_10
252,5.0,5. place,2293,18056_32_10
130,7.0,7. place,2317,18056_32_10
80,,1/16,2238,18056_32_10
80,,1/16,2234,18056_32_10
80,,1/16,2227,18056_32_10
35,2.0,2. place,2199,18056_32_10
56,,1/16,2045,18056_32_10
360,5.0,5. place,2282,3470_23_3
260,7.0,7. place,2296,3470_23_3
84,,1/32,2293,3470_23_3
500,1.0,1. place,2234,3470_23_3
126,5.0,5. place,2045,3470_23_3
80,,1/16,2230,3470_23_3
80,,1/16,2227,3470_23_3
5,,participation,2238,3470_23_3
144,,1/16,2180,3470_23_3
700,2.0,2. place,2311,18231_9_1
260,7.0,7. place,2309,18231_9_1
160,,1/16,2284,18231_9_1
50,3.0,3. place,2307,18231_9_1
20,,participation,2298,18231_9_1
112,,1/16,2293,18231_9_1
180,5.0,5. place,2317,18231_9_1
91,7.0,7. place,2253,18231_9_1
18,5.0,5. place,2251,18231_9_1
13,7.0,7. place,2199,18231_9_1
10,,participation,2239,18231_9_1
360,5.0,5. place,2364,26366_24_12
360,5.0,5. place,2309,26366_24_12
360,5.0,5. place,2296,26366_24_12
320,,1/16,2298,26366_24_12
120,,1/32,2289,26366_24_12
6,,participation,2293,26366_24_12
360,5.0,5. place,2315,30734_14_6
320,,1/16,2298,30734_14_6
260,7.0,7. place,2309,30734_14_6
182,7.0,7. place,2306,30734_14_6
10,,participation,2364,30734_14_6
350,3.0,3. place,2436,30734_14_6
500,3.0,3. place,2296,66895_155_7
360,5.0,5. place,2364,66895_155_7
160,,1/16,2289,66895_155_7
100,1.0,1. place,2359,66895_155_7
100,1.0,1. place,2294,66895_155_7
252,5.0,5. place,2436,66895_155_7
320,,1/16,2298,42676_11_5
260,7.0,7. place,2315,42676_11_5
260,7.0,7. place,2309,42676_11_5
112,,1/16,2306,42676_11_5
10,,participation,2311,42676_11_5
350,3.0,3. place,2293,42676_11_5
80,,1/16,2230,42676_11_5
10,,participation,2239,42676_11_5
5,,participation,2267,42676_11_5
5,,participation,2238,42676_11_5
3,,participation,2045,42676_11_5
350,3.0,3. place,2310,20221_193_4
160,,1/16,2309,20221_193_4
160,,1/16,2284,20221_193_4
120,,1/32,2296,20221_193_4
120,,1/32,2289,20221_193_4
112,,1/16,2293,20221_193_4
180,5.0,5. place,2317,20221_193_4
130,7.0,7. place,2260,20221_193_4
56,,1/16,2253,20221_193_4
13,7.0,7. place,2201,20221_193_4
3,,participation,2045,20221_193_4
350,2.0,2. place,2230,19097_44_13
250,3.0,3. place,2267,19097_44_13
250,3.0,3. place,2227,19097_44_13
180,5.0,5. place,2238,19097_44_13
180,5.0,5. place,2234,19097_44_13
175,3.0,3. place,2045,19097_44_13
260,7.0,7. place,2296,20684_3_9
182,7.0,7. place,2281,20684_3_9
350,1.0,1. place,2253,20684_3_9
260,7.0,7. place,2239,20684_3_9
80,,1/16,2238,20684_3_9
80,,1/16,2234,20684_3_9
50,1.0,1. place,2199,20684_3_9
56,,1/16,2045,20684_3_9
700,1.0,1. place,2310,19466_4_2
160,,1/16,2309,19466_4_2
160,,1/16,2288,19466_4_2
100,1.0,1. place,2307,19466_4_2
100,1.0,1. place,2287,19466_4_2
80,,1/16,2317,19466_4_2
320,,1/16,2298,31371_95_14
182,7.0,7. place,2306,31371_95_14
160,,1/16,2296,31371_95_14
100,1.0,1. place,2398,31371_95_14
70,2.0,2. place,2362,31371_95_14
350,3.0,3. place,2292,31371_95_14
50,1.0,1. place,2241,31371_95_14
35,2.0,2. place,2263,31371_95_14
3,,participation,2248,31371_95_14
350,3.0,3. place,2310,41989_93_11
260,7.0,7. place,2315,41989_93_11
160,,1/16,2311,41989_93_11
100,1.0,1. place,2398,41989_93_11
100,1.0,1. place,2367,41989_93_11
252,5.0,5. place,2292,41989_93_11
160,,1/16,2239,41989_93_11
100,,participation,2180,41989_93_11
80,,1/16,2233,41989_93_11
5,,participation,2230,41989_93_11
245,2.0,2. place,2237,41989_93_11
360,5.0,5. place,2315,11190_82_8
260,7.0,7. place,2364,11190_82_8
160,,1/16,2309,11190_82_8
10,,participation,2311,11190_82_8
10,,participation,2289,11190_82_8
350,3.0,3. place,2290,11190_82_8
100,,participation,2180,11190_82_8
10,,participation,2239,11190_82_8
5,,participation,2238,11190_82_8
5,,participation,2230,11190_82_8
350,1.0,1. place,2044,11190_82_8
720,5.0,5. place,2298,48187_17_1
500,3.0,3. place,2289,48187_17_1
260,7.0,7. place,2311,48187_17_1
10,,participation,2288,48187_17_1
10,,participation,2282,48187_17_1
80,,1/16,2238,48187_17_1
5,,participation,2317,48187_17_1
700,1.0,1. place,2310,14776_1_3
252,5.0,5. place,2306,14776_1_3
20,,participation,2298,14776_1_3
10,,participation,2289,14776_1_3
6,,participation,2281,14776_1_3
112,,1/16,2293,14776_1_3
180,5.0,5. place,2317,14776_1_3
91,7.0,7. place,2253,14776_1_3
80,,1/16,2233,14776_1_3
60,,1/32,2238,14776_1_3
60,,1/32,2230,14776_1_3
3,,participation,2045,14776_1_3
700,2.0,2. place,2364,14916_296_10
350,2.0,2. place,2238,14916_296_10
250,3.0,3. place,2233,14916_296_10
91,7.0,7. place,2045,14916_296_10
80,,1/16,2230,14916_296_10
100,,participation,2180,14916_296_10
500,3.0,3. place,2296,4225_111_12
160,,1/16,2311,4225_111_12
70,2.0,2. place,2362,4225_111_12
20,,participation,2298,4225_111_12
6,,participation,2306,4225_111_12
176,,1/16,2035,4225_111_12
130,7.0,7. place,2234,4225_111_12
100,,participation,2180,4225_111_12
80,,1/16,2227,4225_111_12
10,,participation,2239,4225_111_12
245,2.0,2. place,2052,4225_111_12
500,3.0,3. place,2364,13619_14_5
360,5.0,5. place,2309,13619_14_5
160,,1/16,2315,13619_14_5
20,,participation,2298,13619_14_5
10,,participation,2289,13619_14_5
350,3.0,3. place,2436,13619_14_5
500,1.0,1. place,2260,9806_329_13
286,7.0,7. place,2035,9806_329_13
180,5.0,5. place,2238,9806_329_13
180,5.0,5. place,2233,9806_329_13
130,7.0,7. place,2230,9806_329_13
100,,participation,2180,9806_329_13
112,,1/16,2302,45005_18_6
100,1.0,1. place,2360,45005_18_6
50,3.0,3. place,2359,45005_18_6
20,,participation,2298,45005_18_6
700,1.0,1. place,2290,45005_18_6
80,,1/16,2234,45005_18_6
56,,1/16,2248,45005_18_6
245,2.0,2. place,2236,45005_18_6
320,,1/16,2298,23783_84_4
260,7.0,7. place,2296,23783_84_4
160,,1/16,2364,23783_84_4
160,,1/16,2284,23783_84_4
120,,1/32,2289,23783_84_4
252,5.0,5. place,2436,23783_84_4
80,,1/16,2238,23783_84_4
10,,participation,2239,23783_84_4
1000,1.0,1. place,2315,13212_13_7
360,5.0,5. place,2364,13212_13_7
490,2.0,2. place,2281,36228_44_9
112,,1/16,2306,36228_44_9
50,3.0,3. place,2283,36228_44_9
36,5.0,5. place,2287,36228_44_9
10,,participation,2289,36228_44_9
350,3.0,3. place,2293,36228_44_9
175,3.0,3. place,2253,36228_44_9
56,,1/16,2248,36228_44_9
13,7.0,7. place,2199,36228_44_9
3,,participation,2200,36228_44_9
500,3.0,3. place,2239,3803_329_2
250,3.0,3. place,2238,3803_329_2
180,5.0,5. place,2267,3803_329_2
176,,1/16,2035,3803_329_2
80,,1/16,2233,3803_329_2
100,,participation,2180,3803_329_2
320,,1/16,2298,721_47_14
260,7.0,7. place,2289,721_47_14
252,5.0,5. place,2306,721_47_14
6,,participation,2293,721_47_14
176,,1/16,2035,721_47_14
100,,participation,2180,721_47_14
10,,participation,2239,721_47_14
5,,participation,2238,721_47_14
126,5.0,5. place,2045,721_47_14
1000,1.0,1. place,2315,3637_13_11
500,1.0,1. place,2230,3637_13_11
176,,1/16,2035,3637_13_11
550,3.0,3. place,2035,18234_9_8
350,2.0,2. place,2227,18234_9_8
245,2.0,2. place,2200,18234_9_8
450,3.0,3. place,2180,18234_9_8
360,5.0,5. place,2364,29534_24_1
320,,1/16,2298,29534_24_1
160,,1/16,2284,29534_24_1
10,,participation,2311,29534_24_1
10,,participation,2309,29534_24_1
112,,1/16,2293,29534_24_1
160,,1/16,2239,29534_24_1
130,7.0,7. place,2227,29534_24_1
126,5.0,5. place,2253,29534_24_1
56,,1/16,2248,29534_24_1
5,,participation,2238,29534_24_1
126,5.0,5. place,2200,29534_24_1
700,2.0,2. place,2239,14517_35_3
180,5.0,5. place,2234,14517_35_3
180,5.0,5. place,2227,14517_35_3
176,,1/16,2035,14517_35_3
144,,1/16,2180,14517_35_3
175,3.0,3. place,2045,14517_35_3
700,1.0,1. place,2310,20991_26_10
360,5.0,5. place,2311,20991_26_10
260,7.0,7. place,2296,20991_26_10
160,,1/16,2289,20991_26_10
10,,participation,2364,20991_26_10
25,3.0,3. place,2201,20991_26_10
18,5.0,5. place,2263,20991_26_10
8,,1/16,2251,20991_26_10
260,7.0,7. place,2288,50485_49_12
160,,1/16,2296,50485_49_12
160,,1/16,2284,50485_49_12
120,,1/32,2289,50485_49_12
20,,participation,2298,50485_49_12
490,2.0,2. place,2292,50485_49_12
175,,3. place,2248,50485_49_12
56,,1/16,2253,50485_49_12
160,,1/16,2311,18520_23_5
160,,1/16,2289,18520_23_5
84,,1/32,2306,18520_23_5
20,,participation,2298,18520_23_5
10,,participation,2309,18520_23_5
350,2.0,2. place,2233,18520_23_5
160,,1/16,2239,18520_23_5
130,7.0,7. place,2227,18520_23_5
80,,1/16,2238,18520_23_5
80,,1/16,2230,18520_23_5
144,,1/16,2180,18520_23_5
1000,1.0,1. place,2315,17390_13_13
10,,participation,2282,17390_13_13
350,2.0,2. place,2260,17390_13_13
500,3.0,3. place,2284,20087_2_7
250,3.0,3. place,2234,20087_2_7
160,,1/16,2239,20087_2_7
130,7.0,7. place,2233,20087_2_7
100,,participation,2180,20087_2_7
80,,1/16,2227,20087_2_7
126,5.0,5. place,2045,20087_2_7
500,1.0,1. place,2230,18847_23_4
350,2.0,2. place,2234,18847_23_4
176,,1/16,2035,18847_23_4
144,,1/16,2180,18847_23_4
175,3.0,3. place,2200,18847_23_4
500,3.0,3. place,2288,25359_17_6
260,7.0,7. place,2311,25359_17_6
160,,1/16,2309,25359_17_6
160,,1/16,2284,25359_17_6
252,5.0,5. place,2436,25359_17_6
490,2.0,2. place,2310,13297_4_2
360,5.0,5. place,2284,13297_4_2
360,5.0,5. place,2282,13297_4_2
6,,participation,2293,13297_4_2
56,,1/16,2253,13297_4_2
5,,participation,2234,13297_4_2
350,2.0,2. place,2238,3924_16_14
250,3.0,3. place,2227,3924_16_14
176,,1/16,2035,3924_16_14
160,,1/16,2239,3924_16_14
144,,1/16,2180,3924_16_14
175,3.0,3. place,2200,3924_16_14
350,,3. place,2302,52575_34_9
240,,1/32,2298,52575_34_9
160,,1/16,2309,52575_34_9
160,,1/16,2289,52575_34_9
112,,1/16,2306,52575_34_9
6,,participation,2293,52575_34_9
175,,3. place,2248,52575_34_9
770,2.0,2. place,2035,1336_1_11
500,1.0,1. place,2227,1336_1_11
350,1.0,1. place,2200,1336_1_11
500,3.0,3. place,2311,13461_1_8
240,,1/32,2298,13461_1_8
70,2.0,2. place,2307,13461_1_8
50,3.0,3. place,2304,13461_1_8
10,,participation,2309,13461_1_8
250,3.0,3. place,2233,13461_1_8
176,,1/16,2035,13461_1_8
126,5.0,5. place,2200,13461_1_8
10,,participation,2239,13461_1_8
5,,participation,2227,13461_1_8
144,,1/16,2180,13461_1_8
1000,1.0,1. place,2239,22412_296_1
245,2.0,2. place,2045,22412_296_1
324,5.0,5. place,2180,22412_296_1
500,3.0,3. place,2282,17435_4_3
490,2.0,2. place,2310,17435_4_3
